word,word_sen,word_sen_trans,trans,example
precious,planes delivering precious supplies of medicine and food,运送药品、食品等宝贵物资的飞机,"adj.珍贵的；贵重的
","1. planes delivering precious supplies of medicine and food
运送药品、食品等宝贵物资的飞机
2. our planet’s precious resources
我们星球上的宝贵资源
3. a statue covered with precious jewels
嵌满贵重宝石的雕塑
"
curriculum,Languages are an essential part of the school curriculum.,语言是学校课程中必不可少的部分。,"n.课程,(学校等的)全部课程
","1. Languages are an essential part of the school curriculum.
语言是学校课程中必不可少的部分。
2. curriculum planning
课程安排
"
summer,We tour by car every summer.,每年夏天我们都驾车出外旅行。,"n.夏天，夏季
adj.夏季的
","1. We tour by car every summer.
每年夏天我们都驾车出外旅行。
2. Food must be refrigerated in summer.
食物在夏天必须加以冷藏。
3. summer attire
夏装
"
celebrate,It’s Dad’s birthday and we’re going out for a meal to celebrate.,今天是爸爸的生日，我们打算出去吃饭庆祝一下。,"v.庆祝；颂扬，赞美
","1. It’s Dad’s birthday and we’re going out for a meal to celebrate.
今天是爸爸的生日，我们打算出去吃饭庆祝一下。
2. My folks are celebrating their 50th anniversary.
我父母正在庆祝他们结婚50周年。
3. poems that celebrate the joys of love
赞美爱之喜悦的诗歌
"
fireman,Would you like to be a fireman?,你愿意是一名消防队员吗？,"n.消防队员
","1. Would you like to be a fireman?
你愿意是一名消防队员吗？
2. When people asked me what I wanted to be when I grew up, I never said fireman or astronaut.
每当有人来问我长大了要做什麽，我从来不会说消防员或是宇航员什麽的。
"
recognize,I didn’t recognize you in your uniform.,你穿上制服我认不出你了。,"v.(recognise)认出；承认；赏识,表扬
","1. I didn’t recognize you in your uniform.
你穿上制服我认不出你了。
2. Many doctors recognize homeopathy as a legitimate form of medicine.
许多医生承认顺势疗法是一种合理的医疗形式。
3. The army recognized him as an outstandingly able engineer.
军队称赞他为杰出能干的工程师。
"
recovery,Doctors expect him to make a full recovery.,医生预计他能完全康复。,"n.痊愈,复元；重获,恢复
","1. Doctors expect him to make a full recovery.
医生预计他能完全康复。
2. Hopes of economic recovery are fading.
经济复苏的希望越来越渺茫。
"
recognition,"He stared at her, but there was no sign of recognition .",他盯着她看，但似乎没认出她来。,"n.认出,辨认；承认
","1. He stared at her, but there was no sign of recognition .
他盯着她看，但似乎没认出她来。
2. Don’s recognition of the importance of Suzy in his life
唐认识到苏济在他生命中的重要性
"
congratulate,He never even stopped to congratulate me.,他甚至没有过来向我祝贺。,"v.(on)祝贺,向…致贺词
","1. He never even stopped to congratulate me.
他甚至没有过来向我祝贺。
"
devise,She devised a method for quicker communications between offices.,她想出一种加快办公室之间通信联络的方法。,"v.设计;发明;图谋;作出(计划);想出(办法)
","1. She devised a method for quicker communications between offices.
她想出一种加快办公室之间通信联络的方法。
"
evacuate,Police evacuated the area.,警方将该地区人员全部疏散。,"v.撤离，疏散；排泄
","1. Police evacuated the area.
警方将该地区人员全部疏散。
"
dialog,a boring movie full of bad dialog,充满差劲对白的乏味电影,"n.(dialogue)对话,对白
","1. a boring movie full of bad dialog
充满差劲对白的乏味电影
2. Students were asked to read simple dialogs out loud.
学生被要求大声朗读简单的对话。
"
banquet,a state banquet (=  one attended by heads of government and other important people  ),国宴,"n.(正式的)宴会
v.参加宴会，宴请
","1. a state banquet (=  one attended by heads of government and other important people  )
国宴
"
move,Please keep the doors closed while the train is moving.,火车行驶时请保持车门关闭。,"v.移动；迁移；感动
n.行动；移动,活动
","1. Please keep the doors closed while the train is moving.
火车行驶时请保持车门关闭。
2. We’ve moved seven or eight times in the last five years.
在过去五年里我们搬了七八次家。
3. His speech moved the audience to tears .
他的演讲让听众感动得落泪。
4. She’s still thinking about her next move .
她还在考虑她的下一步行动。
5. Martin made a move towards the door.
马丁朝门口挪了挪。
"
contradict,"Deborah opened her mouth to contradict, but closed it again.",黛博拉张口想要反驳，但又把嘴闭上了。,"v.反驳；同…矛盾,同…抵触
","1. Deborah opened her mouth to contradict, but closed it again.
黛博拉张口想要反驳，但又把嘴闭上了。
2. Dad just can’t bear to be contradicted.
爸爸就是受不了有人反驳他。
3. The witness statements contradict each other and the facts remain unclear.
目击者的说法互相矛盾，真相依然未明。
"
corporation,He works for a large American corporation.,他在一家美国大公司工作。,"n.公司，企业；法人
","1. He works for a large American corporation.
他在一家美国大公司工作。
2. multinational corporations
跨国公司
3. a housing corporation
住房建设集团
"
prisoner,Relationships between the staff and the prisoners are good.,狱警和犯人相处良好。,"n.囚犯
","1. Relationships between the staff and the prisoners are good.
狱警和犯人相处良好。
2. Prisoners here only serve short sentences.
这里的犯人只是短期服刑。
3. The organization is arguing for the release of political prisoners (= people in prison because of their political opinions ) .
该组织正在争取释放政治犯。
"
accommodation,The government will provide temporary accommodation for up to three thousand homeless people.,政府将为多达三千无家可归的人提供临时住所。,"n.住宿，膳宿供应
","1. The government will provide temporary accommodation for up to three thousand homeless people.
政府将为多达三千无家可归的人提供临时住所。
"
embassy,the American Embassy in Paris,美国驻巴黎大使馆,"n.大使馆;大使及其随员
","1. the American Embassy in Paris
美国驻巴黎大使馆
"
respect,I have the greatest respect for Jane’s work.,我非常钦佩简的工作成绩。,"n.尊敬,尊重；敬意,问候
v.尊敬,尊重
","1. I have the greatest respect for Jane’s work.
我非常钦佩简的工作成绩。
2. Give my respects to your wife.
请代我问候尊夫人。
3. I respect his views, although I do not agree with them.
我尊重他的观点，虽然我不敢苟同。
"
fragile,Be careful with that vase – it’s very fragile.,小心那只花瓶——很容易打碎的。,"adj.易碎的，脆的，易损坏的
","1. Be careful with that vase – it’s very fragile.
小心那只花瓶——很容易打碎的。
2. fragile bones
脆弱的骨头
"
deficit,the country’s widening budget deficit,这个国家日益严重的预算赤字,"n.赤字,逆差;亏损,亏空;不足,缺乏
","1. the country’s widening budget deficit
这个国家日益严重的预算赤字
2. the US’s foreign trade deficit
美国的对外贸易逆差
"
grandmother,My grandmothers are both widows.,我的祖母和外祖母都是寡妇。,"n.祖母,外祖母
","1. My grandmothers are both widows.
我的祖母和外祖母都是寡妇。
"
compensate,"Because my left eye is so weak, my right eye has to work harder to compensate.",因为我左眼视力差，右眼就要辛苦点来弥补一下。,"v.(for)补偿；赔偿
","1. Because my left eye is so weak, my right eye has to work harder to compensate.
因为我左眼视力差，右眼就要辛苦点来弥补一下。
2. The firm will compensate workers for their loss of earnings.
公司将补偿工人的收入损失。
"
paralyze,Her legs were partly paralyzed in the crash.,在撞车事故中她的双腿部分瘫痪。,"v.(paralyse)使瘫痪(麻痹)；使不能正常运作，使陷入瘫痪
","1. Her legs were partly paralyzed in the crash.
在撞车事故中她的双腿部分瘫痪。
2. Fear of unemployment is paralyzing the economy.
对失业的恐惧使经济陷于瘫痪。
"
evaluate,You should be able to evaluate your own work.,你应该能够评估自己的工作。,"v.估价,评价
","1. You should be able to evaluate your own work.
你应该能够评估自己的工作。
2. We need to evaluate the success of the campaign.
我们要评估一下这次运动是否成功。
3. It can be difficult to evaluate the effectiveness of different treatments.
要对各种治疗方法的效果作出评估会很难。
"
